venue,address,country,latitude,longitude,humandate,humantime,startdate,enddate,instructor,helper,carpentry,curriculum,title,slug,flavor,eventbrite
Netherlands eScience Center,online,NA,NA,NA,"November 22 - 24, 2021",9:00 - 13:00 CET,2021-11-22T00:00:00Z,2021-11-24T00:00:00Z,"Djura Smits, Sven van den Burg","Leon Oostrum, Yang Liu",ds,ds-dl-intro,Introduction to Deep Learning,2021-11-22-ds-dl-intro,NA,NA
